URL,UNIQUE_PAGEVIEWS_IN_LAST_90_DAYS
/rajasthani-besan-ke-cheele-ka-raita-chickpea-pancake-raita/,42
/know-frying-oil-turns-black-re-using-cooking-tips/,42
/tawa-paneer/,42
/pineapple-ladoo/,42
/chickpea-salad/,42
/mango-kalakand/,42
/carrot-cheese-chips/,41
/classic-black-eyed-pea-curry-in-pepper-onion-gravy/,40
/pineapple-salsa-papadum-cones-recipe/,40
/categories/dal-dhal-recipes/,40
/kidney-bean-tostadas-bell-pepper-salsa/,40
/no-bake-mango-cheesecake/,40
/red-cabbage-stuffed-paratha-recipe/,40
/categories/baking-recipes/,40
/paneer-paratha/,39
